Unnamed: 0,Date,Title,URLs,Views,Is_Video,Video_ID,Video_Duration,Duration_Minutes
VM1379:1 ,30/01/2024,Premier Football UK | Showcase Match v Fleetwood Town FC | Real Clubs. Real Opportunities.,https://www.youtube.com/watch?v=D4w5DEldYm4,402.0,True,D4w5DEldYm4,PT1H32M3S,92.05
VM1379:1 ,30/01/2024,Premier Football UK | Showcase Match v Burnley FC 2019 | Real Clubs. Real Opportunities.,https://www.youtube.com/watch?v=GNsABSNkNQQ,387.0,True,GNsABSNkNQQ,PT1H31M23S,91.38333333333334
VM1379:1 ,30/01/2024,Premier Football UK | Showcase Match v Oldham Athletic FC 2019 | Real Clubs. Real Opportunities.,https://www.youtube.com/watch?v=iUEZsaA1E4Y,2295.0,True,iUEZsaA1E4Y,PT1H49M16S,109.26666666666667
VM1379:1 ,30/01/2024,Trial Match V Burnley :  Premier Football UK | August 18  | Gawthorpe Hall - Burnley Training Ground,https://www.youtube.com/watch?v=5G8gYLcad2M,969.0,True,5G8gYLcad2M,PT1H32M23S,92.38333333333334
VM607:1 ,30/01/2024,Utah Presidents Cup 2024 - Quarterfinal,https://www.youtube.com/watch?v=fH2l8hotLaQ,468.0,True,fH2l8hotLaQ,PT25M32S,25.533333333333335
VM607:1 ,30/01/2024,Utah Presidents Cup 2024 - Match 3,https://www.youtube.com/watch?v=JGBQuxk4lhg,736.0,True,JGBQuxk4lhg,PT25M19S,25.316666666666666
VM607:1 ,30/01/2024,Utah Presidents Cup 2024 - Match 2,https://www.youtube.com/watch?v=mUTryPhnVbA,535.0,True,mUTryPhnVbA,PT22M18S,22.3
VM607:1 ,30/01/2024,Utah Presidents Cup 2024 Match 1,https://www.youtube.com/watch?v=ODMl05E3m4E,634.0,True,ODMl05E3m4E,PT20M56S,20.933333333333334
VM607:1 ,30/01/2024,Nomads Thanksgiving Soccer Tournament-U18 Game 3,https://www.youtube.com/watch?v=LCX-pfH3Zgs,2123.0,True,LCX-pfH3Zgs,PT19M8S,19.133333333333333
VM607:1 ,30/01/2024,Nomads Thanksgiving Soccer Tournament-U18 Game 2,https://www.youtube.com/watch?v=PLeCLqC3DnQ,1055.0,True,PLeCLqC3DnQ,PT24M49S,24.816666666666666
VM607:1 ,30/01/2024,Nomads Thanksgiving Soccer Tournament-U18 Game 1,https://www.youtube.com/watch?v=Wr2YHmAfdS8,1327.0,True,Wr2YHmAfdS8,PT29M22S,29.366666666666667
VM607:1 ,30/01/2024,La Roca AV vs Avalanche DW - U18 Soccer,https://www.youtube.com/watch?v=uByYfuEasgk,1479.0,True,uByYfuEasgk,PT26M10S,26.166666666666668
VM607:1 ,30/01/2024,La Roca AV vs Wasatch CT - U18 Soccer,https://www.youtube.com/watch?v=icj1hrk_yls,1823.0,True,icj1hrk_yls,PT25M9S,25.15
VM607:1 ,30/01/2024,NUU Futures vs La Roca AV - U18 Soccer,https://www.youtube.com/watch?v=0OFkIkfLn2g,1386.0,True,0OFkIkfLn2g,PT25M21S,25.35
VM607:1 ,30/01/2024,La Roca LO vs LA Roca AV - U18 Soccer,https://www.youtube.com/watch?v=lpdPnN5qtkU,1322.0,True,lpdPnN5qtkU,PT43M36S,43.6
VM607:1 ,30/01/2024,La Roca AV vs Utah Surf Davis KH - U18 Soccer,https://www.youtube.com/watch?v=wdJQwWfYvao,1030.0,True,wdJQwWfYvao,PT27M43S,27.716666666666665
VM607:1 ,30/01/2024,Metasport BD vs La Roca AV - U18 Soccer,https://www.youtube.com/watch?v=qMhoJu66V_Y,1083.0,True,qMhoJu66V_Y,PT23M56S,23.933333333333334
VM607:1 ,30/01/2024,La Roca AB vs La Roca AV - U18 Soccer,https://www.youtube.com/watch?v=6pzWiQbAAOE,1072.0,True,6pzWiQbAAOE,PT27M9S,27.15
VM607:1 ,30/01/2024,Utah Mayor's Cup 2023 - U18 Silver - Game 3,https://www.youtube.com/watch?v=HS9u8C4kCIw,1392.0,True,HS9u8C4kCIw,PT25M3S,25.05
VM607:1 ,30/01/2024,Utah Mayor's Cup 2023 - U18 Silver - Game 2,https://www.youtube.com/watch?v=91FvIhNarf8,937.0,True,91FvIhNarf8,PT27M33S,27.55
VM607:1 ,30/01/2024,Utah Mayor's Cup 2023 - U18 Silver - Game 1,https://www.youtube.com/watch?v=5-A8yi66ODo,951.0,True,5-A8yi66ODo,PT25M57S,25.95
VM607:1 ,30/01/2024,Copper Mountain RL vs La Roca AV - U18 Soccer,https://www.youtube.com/watch?v=u33XzFQJHvI,1849.0,True,u33XzFQJHvI,PT29M44S,29.733333333333334
VM607:1 ,30/01/2024,USA Adidas Cup 2023 - U18/19 Semi Final,https://www.youtube.com/watch?v=nWd7LzWAJg4,2323.0,True,nWd7LzWAJg4,PT30M39S,30.65
VM607:1 ,30/01/2024,USA Adidas Cup 2023 - U18/19 Match 3,https://www.youtube.com/watch?v=bdLy1uaywpQ,1165.0,True,bdLy1uaywpQ,PT31M5S,31.083333333333332
VM607:1 ,30/01/2024,USA Adidas Cup 2023 - U18/19 Match 2,https://www.youtube.com/watch?v=WCFnD4Wfxaw,855.0,True,WCFnD4Wfxaw,PT21M19S,21.316666666666666
VM607:1 ,30/01/2024,USA Adidas Cup 2023 - U18/19 Match 1,https://www.youtube.com/watch?v=WZA1eQVjlJM,1414.0,True,WZA1eQVjlJM,PT25M59S,25.983333333333334
VM607:1 ,30/01/2024,Park City Extreme Cup 2023 - U18 Gold Championship,https://www.youtube.com/watch?v=dVmzILlwehY,1399.0,True,dVmzILlwehY,PT27M56S,27.933333333333334
VM607:1 ,30/01/2024,Park City Extreme Cup 2023 - U18 Gold - Semi Final,https://www.youtube.com/watch?v=NP8zYLfCvNs,1454.0,True,NP8zYLfCvNs,PT27M28S,27.466666666666665
